CountryCode;TemperatureAvg;Month;Year
SWZ;23,7118029022217;1;2020
SWZ;23,1900977325439;2;2020
SWZ;22,0973001098633;3;2020
SWZ;19,9345040130615;4;2020
SWZ;17,3184008407593;5;2020
SWZ;14,6861617279053;6;2020
SWZ;14,8245903015137;7;2020
SWZ;16,8083240127563;8;2020
SWZ;18,2705041122437;9;2020
SWZ;20,229040222168;10;2020
ZWE;26,466897799724;11;2019
ZWE;26,0009558212908;12;2019
ZWE;24,8764386545804;1;2020
ZWE;23,6201191714559;2;2020
ZWE;23,0928193534246;3;2020
ZWE;22,3793698047686;4;2020
ZWE;19,2393038979366;5;2020
ZWE;16,6147002548583;6;2020
ZWE;15,9491920392789;7;2020
ZWE;19,554225499572;8;2020
ZWE;22,3206722346395;9;2020
ZWE;24,3823170681158;10;2020
SYC;26,7828373512919;11;2019
SYC;27,22578749187;12;2019
SYC;27,3243240152554;1;2020
SYC;27,8556539847559;2;2020
SYC;28,1822912610882;3;2020
SYC;27,9846757089071;4;2020
SYC;27,6760034827731;5;2020
SYC;26,7156898903563;6;2020
SYC;25,528907786349;7;2020
SYC;24,942049479872;8;2020
SYC;25,3952450523633;9;2020
SYC;26,4628087782088;10;2020
ARE;24,0761974570677;11;2019
ARE;21,4960924915432;12;2019
ARE;18,3191588686914;1;2020
ARE;20,3145084381104;2;2020
ARE;23,2382824494667;3;2020
ARE;29,8738682540422;4;2020
ARE;33,2699193266249;5;2020
ARE;35,3041456556812;6;2020
ARE;37,4122691596906;7;2020
ARE;36,3695050662326;8;2020
ARE;33,7750570552865;9;2020
ARE;29,2697604071234;10;2020
KEN;24,722565906007;11;2019
KEN;24,9180400732792;12;2019
KEN;25,9766504692309;1;2020
KEN;26,8036000248001;2;2020
KEN;26,9369640475991;3;2020
KEN;25,7141593360147;4;2020
KEN;25,5273391613062;5;2020
KEN;24,7527655323818;6;2020
KEN;24,0108319723559;7;2020
KEN;24,2256573173211;8;2020
KEN;24,8782264787375;9;2020
KEN;25,9467777998551;10;2020
ARG;19,015024525628;11;2019
ARG;20,4902191714993;12;2019
ARG;21,6272550664338;1;2020
ARG;20,2494976804819;2;2020
ARG;20,2683364135397;3;2020
ARG;15,0872762388855;4;2020
ARG;11,2673896964837;5;2020
ARG;7,99472536530839;6;2020
ARG;5,97473220347841;7;2020
ARG;9,67729049831283;8;2020
ARG;12,3328120640664;9;2020
ARG;15,5068817384431;10;2020
VNM;22,4776118184184;11;2019
VNM;19,9954360437917;12;2019
VNM;20,92813673753;1;2020
VNM;21,1099840520502;2;2020
VNM;24,1408944098504;3;2020
VNM;24,0178131858071;4;2020
VNM;27,8518168397002;5;2020
VNM;27,8056677095183;6;2020
VNM;27,4922430772048;7;2020
VNM;26,635584795606;8;2020
VNM;26,3345131381527;9;2020
VNM;23,5889002705668;10;2020
TJK;-8,27873975798519;11;2019
TJK;-11,3261140690731;12;2019
TJK;-13,6584967172976;1;2020
TJK;-8,74346714356781;2;2020
TJK;-3,89190431008359;3;2020
TJK;0,228142520986529;4;2020
TJK;5,72353906382488;5;2020
TJK;9,77325555398463;6;2020
TJK;12,6657527165197;7;2020
TJK;13,7805505491447;8;2020
TJK;7,74546300446937;9;2020
TJK;-2,14518397503419;10;2020
MLI;27,8008123093757;11;2019
MLI;23,0055991241897;12;2019
MLI;20,7580721260845;1;2020
MLI;24,108049895798;2;2020
MLI;28,7501240937606;3;2020
MLI;34,1700874881468;4;2020
MLI;35,0831854668216;5;2020
MLI;36,6634045255357;6;2020
MLI;33,884781580386;7;2020
MLI;32,1705087799957;8;2020
MLI;33,2555875308272;9;2020
MLI;31,6441002942514;10;2020
PAK;13,9804034518377;11;2019
PAK;8,87041278458734;12;2019
PAK;7,20369301130071;1;2020
PAK;12,3411014460937;2;2020
PAK;15,2184853755222;3;2020
PAK;21,9198069164842;4;2020
PAK;26,4064467036172;5;2020
PAK;29,0898093068588;6;2020
PAK;29,534285306177;7;2020
PAK;28,5837745976713;8;2020
PAK;25,8872726830135;9;2020
PAK;20,6021752959544;10;2020
BDI;20,5706929902773;11;2019
BDI;20,538776449255;12;2019
BDI;21,1410067790263;1;2020
BDI;21,4605375238367;2;2020
BDI;21,274751611658;3;2020
BDI;20,7521758723903;4;2020
BDI;21,1925625672212;5;2020
BDI;21,0714860864588;6;2020
BDI;20,7872231973184;7;2020
BDI;22,6223951288172;8;2020
BDI;22,5471461528056;9;2020
BDI;21,7334735973461;10;2020
PAN;25,0473941892565;11;2019
PAN;25,2553564721234;12;2019
PAN;25,3197625225107;1;2020
PAN;25,6792472298814;2;2020
PAN;25,7490974299953;3;2020
PAN;26,0444583486922;4;2020
PAN;26,0168565304318;5;2020
PAN;25,4272765411963;6;2020
PAN;25,2431041600701;7;2020
PAN;25,2461948768893;8;2020
PAN;25,0847379059881;9;2020
PAN;25,0611918386084;10;2020
HRV;10,4232905767496;11;2019
HRV;5,43260405364546;12;2019
HRV;2,33894022554159;1;2020
HRV;7,26180797410243;2;2020
HRV;7,87472856854929;3;2020
HRV;12,3844476810937;4;2020
HRV;15,4652555521252;5;2020
HRV;19,6627348001721;6;2020
HRV;22,0248931958837;7;2020
HRV;23,0401642623457;8;2020
HRV;18,4410189378609;9;2020
HRV;12,8070239742983;10;2020
YEM;23,0419029931975;11;2019
YEM;20,9434884191535;12;2019
YEM;19,5409684797746;1;2020
YEM;21,844410751143;2;2020
YEM;23,9678791501908;3;2020
YEM;26,8863324603941;4;2020
YEM;29,7546835211022;5;2020
YEM;30,4632859893399;6;2020
YEM;30,0172523336208;7;2020
YEM;30,6702542593748;8;2020
YEM;28,93823829064;9;2020
YEM;25,3209123580233;10;2020
KGZ;-6,60410236958469;11;2019
KGZ;-9,83368151098528;12;2019
KGZ;-12,6129171948064;1;2020
KGZ;-7,43758079079928;2;2020
KGZ;-2,89311685516419;3;2020
KGZ;3,15899975517089;4;2020
KGZ;7,85179462217915;5;2020
KGZ;9,57746557930929;6;2020
KGZ;11,9619273242697;7;2020
KGZ;12,0680940700667;8;2020
KGZ;6,48718339559735;9;2020
KGZ;-1,39627441884757;10;2020
CYP;18,8779739379883;11;2019
CYP;13,615977191925;12;2019
CYP;11,1115737438202;1;2020
CYP;11,5551473617554;2;2020
CYP;13,834748840332;3;2020
CYP;16,4550329208374;4;2020
CYP;21,42122631073;5;2020
CYP;23,3108228683472;6;2020
CYP;27,6822095870972;7;2020
CYP;28,0428171157837;8;2020
CYP;27,5586904525757;9;2020
CYP;23,742505645752;10;2020
KHM;26,2660415162765;11;2019
KHM;25,368110507604;12;2019
KHM;26,6912189373754;1;2020
KHM;27,1352238674713;2;2020
KHM;29,6619446915364;3;2020
KHM;29,6606610459065;4;2020
KHM;30,033854088175;5;2020
KHM;28,3525324848944;6;2020
KHM;28,0815982740112;7;2020
KHM;27,6608478169382;8;2020
KHM;27,439499074049;9;2020
KHM;25,8927810103805;10;2020
CZE;5,67861272404029;11;2019
CZE;2,13125070400021;12;2019
CZE;0,359143176160151;1;2020
CZE;3,92976108961885;2;2020
CZE;4,35782027394517;3;2020
CZE;9,66988738077991;4;2020
CZE;11,1928285502788;5;2020
CZE;16,5683331279635;6;2020
CZE;18,0788147704406;7;2020
CZE;19,3449759093471;8;2020
CZE;14,6548811954522;9;2020
CZE;9,309186662518;10;2020
DJI;26,026419367109;11;2019
DJI;24,385548727853;12;2019
DJI;23,935015133449;1;2020
DJI;24,7642654010228;2;2020
DJI;26,4071927070618;3;2020
DJI;27,9504370689392;4;2020
DJI;31,9657425880432;5;2020
DJI;33,9679705074855;6;2020
DJI;31,8745756830488;7;2020
DJI;31,4449310302734;8;2020
DJI;32,3911890302386;9;2020
DJI;29,0540636607579;10;2020
BEL;6,07253040789128;11;2019
BEL;5,45054961076426;12;2019
BEL;5,27063059588123;1;2020
BEL;6,49886452567066;2;2020
BEL;6,5605367542734;3;2020
BEL;11,8068498840369;4;2020
BEL;13,2896275770252;5;2020
BEL;16,8168694603267;6;2020
BEL;17,3057106603106;7;2020
BEL;20,3082071668249;8;2020
BEL;15,847199961516;9;2020
BEL;10,9782937500811;10;2020
BEN;28,093179056358;11;2019
BEN;26,7793396624215;12;2019
BEN;26,5891285508839;1;2020
BEN;28,7896244929387;2;2020
BEN;31,4216422133689;3;2020
BEN;30,8495815653197;4;2020
BEN;29,6467291901197;5;2020
BEN;27,4803922956969;6;2020
BEN;25,8741959097584;7;2020
BEN;25,6387943635653;8;2020
BEN;25,6773636701032;9;2020
BEN;26,9499134003336;10;2020
HTI;25,1096558878256;11;2019
HTI;24,8570833565306;12;2019
HTI;24,0800090407993;1;2020
HTI;24,6465271313689;2;2020
HTI;23,9646531867175;3;2020
HTI;26,1172653345631;4;2020
HTI;26,5889499307303;5;2020
HTI;27,1599907702453;6;2020
HTI;27,4743990898729;7;2020
HTI;27,5391805144033;8;2020
HTI;26,6672416585144;9;2020
HTI;26,537859367266;10;2020
MNG;-9,32118370453316;11;2019
MNG;-16,1375832140522;12;2019
MNG;-17,199070348269;1;2020
MNG;-12,049508057169;2;2020
MNG;-4,55744456748675;3;2020
MNG;6,80107007586312;4;2020
MNG;12,2420424052182;5;2020
MNG;17,3992144261548;6;2020
MNG;19,6623425452144;7;2020
MNG;16,6447022414835;8;2020
MNG;10,9634467072262;9;2020
MNG;-0,149084494912884;10;2020
BFA;29,8420127356782;11;2019
BFA;26,6588586378146;12;2019
BFA;25,7314884874895;1;2020
BFA;28,0019520660529;2;2020
BFA;33,1027276440354;3;2020
BFA;34,5228127183065;4;2020
BFA;33,3521525907094;5;2020
BFA;30,7930675923122;6;2020
BFA;28,0699949396407;7;2020
BFA;26,684895472437;8;2020
BFA;27,3295118325676;9;2020
BFA;28,8651857568059;10;2020
TLS;27,278605750231;11;2019
TLS;27,7121386377912;12;2019
TLS;26,7963484136859;1;2020
TLS;26,7165361293752;2;2020
TLS;26,5303103101245;3;2020
TLS;26,6323353355252;4;2020
TLS;26,2337147558242;5;2020
TLS;25,3892125056806;6;2020
TLS;24,6782199216376;7;2020
TLS;25,132827416621;8;2020
TLS;25,785385681864;9;2020
TLS;26,7548101520225;10;2020
AUS;26,220779392699;11;2019
AUS;30,3089418701076;12;2019
AUS;28,6688847551641;1;2020
AUS;27,7739257173012;2;2020
AUS;25,7199823482963;3;2020
AUS;23,2400738150589;4;2020
AUS;17,0120449982647;5;2020
AUS;15,6152914386648;6;2020
AUS;14,7035630545879;7;2020
AUS;16,9082321712758;8;2020
AUS;21,4517694912701;9;2020
AUS;23,2759843162868;10;2020
IDN;26,0387582438471;11;2019
IDN;25,7511052822245;12;2019
IDN;25,8982082328255;1;2020
IDN;25,8816862098586;2;2020
IDN;25,9543163017134;3;2020
IDN;25,9761214927534;4;2020
IDN;26,1881932078704;5;2020
IDN;25,4553271562526;6;2020
IDN;25,0469974243133;7;2020
IDN;25,463314866536;8;2020
IDN;25,4018812992026;9;2020
IDN;25,6161618513219;10;2020
AUT;3,76822155077257;11;2019
AUT;0,0328406128518998;12;2019
AUT;-1,47399973042063;1;2020
AUT;1,84183524903241;2;2020
AUT;2,80474570923628;3;2020
AUT;8,58966432133231;4;2020
AUT;10,2997829111832;5;2020
AUT;14,5479137141951;6;2020
AUT;16,7107191081952;7;2020
AUT;17,4359248697564;8;2020
AUT;13,1974654833958;9;2020
AUT;7,11636087074065;10;2020
HUN;9,29843232837134;11;2019
HUN;3,65176711369314;12;2019
HUN;-0,475516216216591;1;2020
HUN;5,73439357527876;2;2020
HUN;7,17478092052874;3;2020
HUN;12,0905427507456;4;2020
HUN;14,7489088280051;5;2020
HUN;20,0390578753739;6;2020
HUN;21,5748712859298;7;2020
HUN;22,955901071896;8;2020
HUN;18,1868793296629;9;2020
HUN;12,1079417377019;10;2020
BGD;23,9963793316285;11;2019
BGD;18,5503898681171;12;2019
BGD;17,6618351687426;1;2020
BGD;19,9214189952038;2;2020
BGD;24,8848465050829;3;2020
BGD;26,9228309813826;4;2020
BGD;28,0761590171388;5;2020
BGD;28,8410208220732;6;2020
BGD;28,9269910899809;7;2020
BGD;29,2637342251926;8;2020
BGD;28,9217743967049;9;2020
BGD;28,4873407234425;10;2020
GAB;25,2265320949498;11;2019
GAB;25,4372200135988;12;2019
GAB;26,113135627589;1;2020
GAB;26,1206126817911;2;2020
GAB;26,3547894075557;3;2020
GAB;26,1592503325426;4;2020
GAB;25,8917449456049;5;2020
GAB;24,6702516156312;6;2020
GAB;23,9089506762569;7;2020
GAB;24,3042395656439;8;2020
GAB;24,6982309740905;9;2020
GAB;24,9784032433434;10;2020
BGR;10,7431285270446;11;2019
BGR;4,02064093251323;12;2019
BGR;1,72748686776661;1;2020
BGR;4,7824317538815;2;2020
BGR;7,18871440264085;3;2020
BGR;9,94481900877868;4;2020
BGR;15,3573874378395;5;2020
BGR;19,1687848624996;6;2020
BGR;22,2867510462264;7;2020
BGR;22,7097627330102;8;2020
BGR;19,6835657890231;9;2020
BGR;14,1222836071999;10;2020
MOZ;27,6338810468626;11;2019
MOZ;26,8074862869897;12;2019
MOZ;26,071081565987;1;2020
MOZ;26,2332551488967;2;2020
MOZ;25,6400663443686;3;2020
MOZ;25,2020880310914;4;2020
MOZ;22,6786280305262;5;2020
MOZ;20,7880475214049;6;2020
MOZ;19,9949743433909;7;2020
MOZ;22,0504701812749;8;2020
MOZ;23,9888489533591;9;2020
MOZ;25,7841696402598;10;2020
FRA;6,77859625552662;11;2019
FRA;6,22358908793796;12;2019
FRA;5,21727191913935;1;2020
FRA;7,47895639301035;2;2020
FRA;7,60281153088568;3;2020
FRA;12,7236809920502;4;2020
FRA;15,232833834621;5;2020
FRA;17,0775101173546;6;2020
FRA;20,458546508545;7;2020
FRA;21,0298405495865;8;2020
FRA;17,1797314164763;9;2020
FRA;11,0721904889402;10;2020
PER;19,5114403484899;11;2019
PER;19,5402402586811;12;2019
PER;20,031016443813;1;2020
PER;19,9740687738711;2;2020
PER;19,9894751861994;3;2020
PER;19,3435745847019;4;2020
PER;18,6747369805937;5;2020
PER;18,511681705328;6;2020
PER;18,0502603234243;7;2020
PER;18,679118665694;8;2020
PER;19,1460204105048;9;2020
PER;19,6801801654683;10;2020
BHR;25,1284599304199;11;2019
BHR;20,6918544769287;12;2019
BHR;17,6678371429443;1;2020
BHR;17,716833114624;2;2020
BHR;20,8166198730469;3;2020
BHR;24,8799877166748;4;2020
BHR;28,6036529541016;5;2020
BHR;32,3436508178711;6;2020
BHR;34,1826171875;7;2020
BHR;34,2904090881348;8;2020
BHR;33,1195259094238;9;2020
BHR;29,4700164794922;10;2020
GBR;7,27573101043701;11;2019
GBR;6,49516931533813;12;2019
GBR;6,82844465255737;1;2020
GBR;6,98039631843567;2;2020
GBR;6,88785995483398;3;2020
GBR;10,2242310523987;4;2020
GBR;13,0226305961609;5;2020
GBR;15,5535469245911;6;2020
GBR;16,8398117256165;7;2020
GBR;18,6122763442993;8;2020
GBR;15,0993841934204;9;2020
GBR;11,245307636261;10;2020
BIH;9,56870840695282;11;2019
BIH;3,64469601271219;12;2019
BIH;0,926787744671112;1;2020
BIH;4,96400633362265;2;2020
BIH;6,0525432035153;3;2020
BIH;10,467100432692;4;2020
BIH;13,5844903049765;5;2020
BIH;17,4365599977937;6;2020
BIH;19,8234074550457;7;2020
BIH;20,9902828317121;8;2020
BIH;17,0616175659145;9;2020
BIH;11,3211231100361;10;2020
DNK;6,21161360307173;11;2019
DNK;5,13399112441323;12;2019
DNK;5,75703874934803;1;2020
DNK;4,93904990282926;2;2020
DNK;4,68067983280529;3;2020
DNK;7,82986408580433;4;2020
DNK;10,2919816363942;5;2020
DNK;16,4770069122314;6;2020
DNK;15,084819429571;7;2020
DNK;18,3379338177768;8;2020
DNK;14,3425020217896;9;2020
DNK;10,7801377383145;10;2020
AZE;6,24715582012873;11;2019
AZE;4,44310089366446;12;2019
AZE;0,980682271230837;1;2020
AZE;3,29918746824922;2;2020
AZE;7,91590124301869;3;2020
AZE;9,15068024684643;4;2020
AZE;17,2105676420804;5;2020
AZE;23,1928392147196;6;2020
AZE;25,0569808104943;7;2020
AZE;21,6722189015356;8;2020
AZE;20,2670196796286;9;2020
AZE;14,2852940756699;10;2020
MRT;23,8705150662461;11;2019
MRT;20,7173239999343;12;2019
MRT;18,7757063325715;1;2020
MRT;24,3718442283689;2;2020
MRT;24,5360414515219;3;2020
MRT;28,7643579733856;4;2020
MRT;32,2990813616234;5;2020
MRT;35,1666713161872;6;2020
MRT;34,6237900201299;7;2020
MRT;34,0622108498262;8;2020
MRT;32,9395297902242;9;2020
MRT;30,0943357137843;10;2020
DOM;24,516591957193;11;2019
DOM;23,86667454282;12;2019
DOM;23,1797468374232;1;2020
DOM;23,4790058667171;2;2020
DOM;22,9697035141105;3;2020
DOM;25,2698657363546;4;2020
DOM;25,7336703484228;5;2020
DOM;26,3937877370069;6;2020
DOM;26,4476110026584;7;2020
DOM;26,5484012191623;8;2020
DOM;25,8277014849796;9;2020
DOM;25,5171649000264;10;2020
PHL;26,1153287110587;11;2019
PHL;25,6877260710633;12;2019
PHL;25,3664346108299;1;2020
PHL;25,0353514382365;2;2020
PHL;26,3667406485574;3;2020
PHL;27,3352036760504;4;2020
PHL;27,8521277868864;5;2020
PHL;27,1267950714431;6;2020
PHL;26,8004093718009;7;2020
PHL;26,6348801581283;8;2020
PHL;26,8379377580281;9;2020
PHL;26,1595291962398;10;2020
GEO;3,83023541649022;11;2019
GEO;0,965301053057755;12;2019
GEO;-2,48917288894975;1;2020
GEO;-1,14703612818172;2;2020
GEO;5,37224882216223;3;2020
GEO;5,66207353836076;4;2020
GEO;12,238454109238;5;2020
GEO;18,1004341417743;6;2020
GEO;20,2444259658937;7;2020
GEO;17,5655129417296;8;2020
GEO;17,1956218058063;9;2020
GEO;11,9316803793753;10;2020
KOR;8,27347490698151;11;2019
KOR;2,23924194671196;12;2019
KOR;2,3621210615328;1;2020
KOR;3,17433152435193;2;2020
KOR;7,58233257832395;3;2020
KOR;10,5103256619627;4;2020
KOR;17,335742322851;5;2020
KOR;22,5104210167863;6;2020
KOR;22,4906987407343;7;2020
KOR;26,2533017485154;8;2020
KOR;20,0223280043603;9;2020
KOR;13,6240806843259;10;2020
BLR;4,2101741739079;11;2019
BLR;1,96533167362213;12;2019
BLR;1,14818960533733;1;2020
BLR;1,68614385811101;2;2020
BLR;3,64774161524477;3;2020
BLR;6,76778160154292;4;2020
BLR;11,0522148377072;5;2020
BLR;19,6908349020291;6;2020
BLR;18,2999021437316;7;2020
BLR;18,5304741226466;8;2020
BLR;14,6631159423727;9;2020
BLR;10,5747410069525;10;2020
BLZ;25,1197947735555;11;2019
BLZ;23,7505241551512;12;2019
BLZ;24,1205919289094;1;2020
BLZ;25,2079700517685;2;2020
BLZ;25,9001627275384;3;2020
BLZ;28,3438184416229;4;2020
BLZ;28,2348262668953;5;2020
BLZ;27,6238874705377;6;2020
BLZ;27,7023703624569;7;2020
BLZ;27,6828313480827;8;2020
BLZ;27,608196023989;9;2020
BLZ;26,5349515976155;10;2020
NER;26,546398503524;11;2019
NER;19,7206137307053;12;2019
NER;18,2528572058943;1;2020
NER;20,7058335317227;2;2020
NER;27,2029517861026;3;2020
NER;32,4769920731062;4;2020
NER;33,3690055462869;5;2020
NER;34,4803131454807;6;2020
NER;32,3261817783596;7;2020
NER;31,0233067770676;8;2020
NER;31,2002440477331;9;2020
NER;29,1643340578775;10;2020
MUS;24,5392532348633;11;2019
MUS;26,1004435221354;12;2019
MUS;25,8473790486654;1;2020
MUS;25,9421043395996;2;2020
MUS;25,8343137105306;3;2020
MUS;24,6872723897298;4;2020
MUS;23,1972618103027;5;2020
MUS;21,6386572519938;6;2020
MUS;21,0409119923909;7;2020
MUS;20,8133544921875;8;2020
MUS;21,2783393859863;9;2020
MUS;22,953909556071;10;2020
TTO;26,6702561204724;11;2019
TTO;26,2970719185994;12;2019
TTO;25,7088874494725;1;2020
TTO;25,830455644361;2;2020
TTO;26,0384461685939;3;2020
TTO;26,8510397734584;4;2020
TTO;27,3556213707412;5;2020
TTO;26,9366967824476;6;2020
TTO;26,7287651290113;7;2020
TTO;26,9949200002417;8;2020
TTO;27,5580911824592;9;2020
TTO;27,0951780003261;10;2020
ROU;8,97884482090626;11;2019
ROU;2,51627740573241;12;2019
ROU;-0,529151546330952;1;2020
ROU;3,48521682851598;2;2020
ROU;6,43847855074553;3;2020
ROU;10,0755696378717;4;2020
ROU;13,7806814384023;5;2020
ROU;19,1373417399345;6;2020
ROU;20,8732390447494;7;2020
ROU;21,7782378043603;8;2020
ROU;18,125864962919;9;2020
ROU;12,3434209943911;10;2020
GHA;28,3283803727892;11;2019
GHA;28,2313865732264;12;2019
GHA;28,2611076566908;1;2020
GHA;30,0970510200218;2;2020
GHA;30,4278319323504;3;2020
GHA;29,6154727582578;4;2020
GHA;28,9092707810579;5;2020
GHA;27,1495729728981;6;2020
GHA;26,0058587392171;7;2020
GHA;25,8396970607616;8;2020
GHA;26,0504486295912;9;2020
GHA;27,0199714943215;10;2020
LAO;22,0876641852804;11;2019
LAO;18,9170596898545;12;2019
LAO;20,6945426663714;1;2020
LAO;21,3272155869013;2;2020
LAO;24,8958292378289;3;2020
LAO;24,7441510555399;4;2020
LAO;27,1773479153267;5;2020
LAO;26,3036519104522;6;2020
LAO;26,1527156004085;7;2020
LAO;25,0395869998879;8;2020
LAO;25,5157493255683;9;2020
LAO;22,8294906234061;10;2020
NGA;27,2497216146657;11;2019
NGA;25,0061202534849;12;2019
NGA;24,6827409279366;1;2020
NGA;26,8073883072562;2;2020
NGA;30,1716854273775;3;2020
