CountryCode;TemperatureAvg;Month;Year
NGA;30,9997313886334;4;2020
NGA;29,9332551558149;5;2020
NGA;28,0879767964002;6;2020
NGA;25,988114923786;7;2020
NGA;25,4603884876869;8;2020
NGA;25,4438714917395;9;2020
NGA;26,6354229979603;10;2020
TUN;15,1257371549253;11;2019
TUN;13,7389926517942;12;2019
TUN;11,2236199339721;1;2020
TUN;13,695081232016;2;2020
TUN;15,234994535093;3;2020
TUN;19,4424522776663;4;2020
TUN;24,8775016093941;5;2020
TUN;27,464529422085;6;2020
TUN;29,773229920815;7;2020
TUN;31,0555768739049;8;2020
TUN;26,5946188483219;9;2020
TUN;21,1884152722457;10;2020
TUR;8,79527262935697;11;2019
TUR;3,82891305479314;12;2019
TUR;0,257292438756113;1;2020
TUR;2,14134786914701;2;2020
TUR;7,31065812258179;3;2020
TUR;10,1540166665765;4;2020
TUR;15,6722793578322;5;2020
TUR;19,9006948954407;6;2020
TUR;24,2880524348561;7;2020
TUR;23,1918281789797;8;2020
TUR;22,0833625017714;9;2020
TUR;16,4126452857036;10;2020
MWI;25,9461946546661;11;2019
MWI;24,1565837149294;12;2019
MWI;23,4125045871142;1;2020
MWI;23,6147051627592;2;2020
MWI;23,2437385416919;3;2020
MWI;23,215386029356;4;2020
MWI;20,9551979917917;5;2020
MWI;19,1004866783663;6;2020
MWI;17,9573576494774;7;2020
MWI;20,4472466107481;8;2020
MWI;22,6935603811134;9;2020
MWI;25,1704906913805;10;2020
LBN;14,566136598587;11;2019
LBN;8,89266610145569;12;2019
LBN;6,38670455664396;1;2020
LBN;7,51891097426414;2;2020
LBN;10,9883090853691;3;2020
LBN;13,4944337010384;4;2020
LBN;18,6026324033737;5;2020
LBN;21,188170671463;6;2020
LBN;25,1195563077927;7;2020
LBN;24,6994191408157;8;2020
LBN;25,6268608570099;9;2020
LBN;21,0642384290695;10;2020
ECU;21,2788624494246;11;2019
ECU;21,4888868965176;12;2019
ECU;21,9725443963626;1;2020
ECU;22,1454694562442;2;2020
ECU;22,1623951415745;3;2020
ECU;21,7992099384254;4;2020
ECU;21,557573848297;5;2020
ECU;20,8591735171625;6;2020
ECU;20,2558798634871;7;2020
ECU;20,5023796025168;8;2020
ECU;20,7099826179627;9;2020
ECU;21,1481688711186;10;2020
LBR;25,9102616521305;11;2019
LBR;25,8871713810816;12;2019
LBR;26,2985491397001;1;2020
LBR;27,5756773677293;2;2020
LBR;27,0740539807029;3;2020
LBR;26,723053428391;4;2020
LBR;26,3384798100392;5;2020
LBR;25,4064795964748;6;2020
LBR;24,2706479921738;7;2020
LBR;24,1572265205611;8;2020
LBR;24,627036368578;9;2020
LBR;25,3343245124326;10;2020
IND;21,1552487771308;11;2019
IND;16,3929900239828;12;2019
IND;16,1306342263357;1;2020
IND;18,8020686350363;2;2020
IND;22,599498149283;3;2020
IND;26,9226281023446;4;2020
IND;29,1817208463103;5;2020
IND;27,8209179294749;6;2020
IND;27,2755990930464;7;2020
IND;26,5843283419862;8;2020
IND;26,6698672855459;9;2020
IND;24,9603149630401;10;2020
BOL;22,6826796183672;11;2019
BOL;22,119312239058;12;2019
BOL;22,7389194778199;1;2020
BOL;21,965617317603;2;2020
BOL;22,5589606649254;3;2020
BOL;20,8641154171908;4;2020
BOL;18,4248179202127;5;2020
BOL;18,2295504846288;6;2020
BOL;17,7530043046309;7;2020
BOL;19,5196683952656;8;2020
BOL;21,5205107631563;9;2020
BOL;23,4116506746846;10;2020
UGA;22,8134190457539;11;2019
UGA;22,7763293615051;12;2019
UGA;24,1892139903936;1;2020
UGA;24,584365801518;2;2020
UGA;23,9788923109234;3;2020
UGA;23,5404743268652;4;2020
UGA;23,0653544737683;5;2020
UGA;22,8682251779007;6;2020
UGA;22,305114168951;7;2020
UGA;22,617930112919;8;2020
UGA;22,3973695946357;9;2020
UGA;22,417647121022;10;2020
LBY;19,550096922636;11;2019
LBY;13,926227051834;12;2019
LBY;10,9082215264091;1;2020
LBY;13,8471837667651;2;2020
LBY;18,9077970419144;3;2020
LBY;23,4193961177973;4;2020
LBY;27,3360091748391;5;2020
LBY;30,3069325091325;6;2020
LBY;29,8480413936479;7;2020
LBY;30,9406598622915;8;2020
LBY;29,2459982906811;9;2020
LBY;24,7147457023023;10;2020
GIN;26,2962945996387;11;2019
GIN;25,7836170883564;12;2019
GIN;25,6438777853143;1;2020
GIN;28,100845640803;2;2020
GIN;29,5459530998209;3;2020
GIN;29,416937520274;4;2020
GIN;28,3854509359184;5;2020
GIN;26,1426907811558;6;2020
GIN;24,4994754759975;7;2020
GIN;24,3091557609969;8;2020
GIN;24,6158787212685;9;2020
GIN;25,7141109308253;10;2020
SAU;21,582962853368;11;2019
SAU;17,7423682471714;12;2019
SAU;14,7555676531634;1;2020
SAU;18,1208847998173;2;2020
SAU;22,0626586163997;3;2020
SAU;27,1687007856474;4;2020
SAU;31,5723757887271;5;2020
SAU;34,3686556686659;6;2020
SAU;36,1696342991628;7;2020
SAU;34,8969171794127;8;2020
SAU;33,0516900085651;9;2020
SAU;26,7919654930154;10;2020
ZAF;22,6367599674671;11;2019
ZAF;22,2318436004731;12;2019
ZAF;23,6685237400316;1;2020
ZAF;23,2574492769262;2;2020
ZAF;21,5335038639852;3;2020
ZAF;17,837470615147;4;2020
ZAF;14,7956131794068;5;2020
ZAF;11,7453663199153;6;2020
ZAF;11,7026745649363;7;2020
ZAF;12,4957064205974;8;2020
ZAF;16,8459578113051;9;2020
ZAF;20,1361766645714;10;2020
NIC;25,331455264426;11;2019
NIC;24,8779914568128;12;2019
NIC;24,7419022543133;1;2020
NIC;25,527113020485;2;2020
NIC;25,6319853197607;3;2020
NIC;27,4022732064121;4;2020
NIC;27,141566121642;5;2020
NIC;26,0130460019324;6;2020
NIC;26,1359685694153;7;2020
NIC;26,0813116825074;8;2020
NIC;26,261742022797;9;2020
NIC;25,6721421320517;10;2020
PNG;23,6448467861491;11;2019
PNG;24,4613391008754;12;2019
PNG;24,5423692552486;1;2020
PNG;24,5723883815836;2;2020
PNG;24,2616076593257;3;2020
PNG;24,175554488556;4;2020
PNG;24,2277667110519;5;2020
PNG;23,643616564734;6;2020
PNG;23,1823008256325;7;2020
PNG;23,158493887091;8;2020
PNG;23,4033993392268;9;2020
PNG;23,5608418786306;10;2020
CAF;26,0891071916214;11;2019
CAF;26,3428689458687;12;2019
CAF;26,4410229292996;1;2020
CAF;28,9102639729166;2;2020
CAF;29,8534029457957;3;2020
CAF;28,9749799620342;4;2020
CAF;27,3352186268774;5;2020
CAF;25,689306660826;6;2020
CAF;24,199185030801;7;2020
CAF;24,4915877022767;8;2020
CAF;24,4487719747233;9;2020
CAF;25,1982751432898;10;2020
MYS;25,7430720362786;11;2019
MYS;25,3214082159538;12;2019
MYS;25,9817122430377;1;2020
MYS;25,9076757140684;2;2020
MYS;26,5130524199796;3;2020
MYS;26,679484369604;4;2020
MYS;26,9109225976663;5;2020
MYS;25,9992450472901;6;2020
MYS;25,6943058755415;7;2020
MYS;26,2633010542644;8;2020
MYS;25,6895467146219;9;2020
MYS;25,7747330587418;10;2020
CAN;-11,7001701123026;11;2019
CAN;-18,7607082484179;12;2019
CAN;-21,79423219533;1;2020
CAN;-21,2912142889139;2;2020
CAN;-16,9987542889464;3;2020
CAN;-8,24001485373801;4;2020
CAN;0,711059320756521;5;2020
CAN;9,43860045890695;6;2020
CAN;14,10188906283;7;2020
CAN;11,9858224103095;8;2020
CAN;5,49341945170449;9;2020
CAN;-2,94331088812939;10;2020
BRA;26,138994287988;11;2019
BRA;25,9654074348687;12;2019
BRA;25,8107016826188;1;2020
BRA;25,5647011048146;2;2020
BRA;25,4954712523464;3;2020
BRA;24,7036875322055;4;2020
BRA;23,6249930293803;5;2020
BRA;23,7511230462795;6;2020
BRA;23,6577633234012;7;2020
BRA;24,6425669906865;8;2020
BRA;26,3451147513932;9;2020
BRA;26,6652892483944;10;2020
POL;6,26217587776766;11;2019
POL;3,16374379848023;12;2019
POL;2,27683848640277;1;2020
POL;3,95445500939857;2;2020
POL;4,54091103786731;3;2020
POL;8,78553253130148;4;2020
POL;11,1945248465502;5;2020
POL;18,0758596522207;6;2020
POL;18,3703169087417;7;2020
POL;19,8995054958431;8;2020
POL;15,1098935615015;9;2020
POL;10,5210521210241;10;2020
BRN;26,4975838661194;11;2019
BRN;26,1288592815399;12;2019
BRN;26,7065031528473;1;2020
BRN;26,7109944820404;2;2020
BRN;26,9555644989014;3;2020
BRN;27,4083652496338;4;2020
BRN;27,6653873920441;5;2020
BRN;26,7144651412964;6;2020
BRN;26,4280452728271;7;2020
BRN;27,0462057590485;8;2020
BRN;26,5249075889587;9;2020
BRN;26,2077987194061;10;2020
TZA;24,110815566015;11;2019
TZA;23,0077337809088;12;2019
TZA;23,3246311716361;1;2020
TZA;23,5969418134643;2;2020
TZA;23,1560397372254;3;2020
TZA;22,8118212141906;4;2020
TZA;22,3727455641501;5;2020
TZA;21,7140579130893;6;2020
TZA;20,9109127100322;7;2020
TZA;22,1607410208333;8;2020
TZA;23,2009254622498;9;2020
TZA;24,4393999170832;10;2020
JAM;26,4673805049496;11;2019
JAM;25,9041048888398;12;2019
JAM;25,338425300904;1;2020
JAM;25,4915325438675;2;2020
JAM;25,3657335010665;3;2020
JAM;26,8062547961583;4;2020
JAM;27,3137917074282;5;2020
JAM;27,73223355519;6;2020
JAM;28,2166106950947;7;2020
JAM;28,1404004865929;8;2020
JAM;27,1610804913829;9;2020
JAM;26,3444595952314;10;2020
GMB;28,3828255293829;11;2019
GMB;25,7332667042406;12;2019
GMB;25,473755840497;1;2020
GMB;28,8431019840504;2;2020
GMB;29,5616402404711;3;2020
GMB;30,9327621727058;4;2020
GMB;29,9139704455283;5;2020
GMB;30,2285194904067;6;2020
GMB;28,2095481309309;7;2020
GMB;27,537563318809;8;2020
GMB;27,3600061902784;9;2020
GMB;28,6854047139566;10;2020
EGY;20,6492376820168;11;2019
EGY;14,6110501542678;12;2019
EGY;11,8090728321675;1;2020
EGY;14,3650952960632;2;2020
EGY;18,6994369978152;3;2020
EGY;22,3047782808646;4;2020
EGY;27,1072085836575;5;2020
EGY;29,7131724689313;6;2020
EGY;30,5164153904111;7;2020
EGY;30,9076801849891;8;2020
EGY;30,0776292224103;9;2020
EGY;26,2335438678214;10;2020
SEN;28,9714009225002;11;2019
SEN;26,4705474740995;12;2019
SEN;25,846163207298;1;2020
SEN;29,6779713117222;2;2020
SEN;30,5435438926296;3;2020
SEN;32,6507098272376;4;2020
SEN;32,8169541098335;5;2020
SEN;31,6143141768556;6;2020
SEN;29,0710869898785;7;2020
SEN;28,5919569817511;8;2020
SEN;27,9498299700616;9;2020
SEN;29,2659742774536;10;2020
NLD;6,53187252879143;11;2019
NLD;5,95111161470413;12;2019
NLD;6,11755537390709;1;2020
NLD;6,95431841611862;2;2020
NLD;6,70337930321693;3;2020
NLD;10,7538652181625;4;2020
NLD;12,8351368188858;5;2020
NLD;17,2903467059135;6;2020
NLD;16,882009267807;7;2020
NLD;20,2558661460876;8;2020
NLD;15,2863131403923;9;2020
NLD;11,4859100103378;10;2020
RUS;-15,3427102507411;11;2019
RUS;-20,4732931684756;12;2019
RUS;-19,3395533184089;1;2020
RUS;-16,5647255085951;2;2020
RUS;-10,4835109755116;3;2020
RUS;-1,9563497466555;4;2020
RUS;6,29395332196281;5;2020
RUS;13,5551700949814;6;2020
RUS;15,9655829191108;7;2020
RUS;13,2292586114337;8;2020
RUS;8,12202805458714;9;2020
RUS;-2,11772579880381;10;2020
IRL;6,63786556709484;11;2019
IRL;6,52696442242916;12;2019
IRL;6,45211009400353;1;2020
IRL;5,92563305001947;2;2020
IRL;6,35846050086805;3;2020
IRL;9,6104270666426;4;2020
IRL;11,9371949317553;5;2020
IRL;13,3938518953831;6;2020
IRL;14,0384898766801;7;2020
IRL;15,273611391404;8;2020
IRL;13,2249331251305;9;2020
IRL;9,80758233915022;10;2020
IRN;10,3361727257133;11;2019
IRN;8,54280020508903;12;2019
IRN;4,89127424767495;1;2020
IRN;9,00956915431255;2;2020
IRN;12,4910497170721;3;2020
IRN;17,3031764099764;4;2020
IRN;24,2067705068764;5;2020
IRN;29,5056823326668;6;2020
IRN;30,4945983175478;7;2020
IRN;29,0550676294585;8;2020
IRN;24,7531247662848;9;2020
IRN;17,8834987939025;10;2020
IRQ;17,0476662051069;11;2019
IRQ;12,1202720289248;12;2019
IRQ;9,8989723546009;1;2020
IRQ;11,7485714506766;2;2020
IRQ;17,2457123196038;3;2020
IRQ;22,6536024803663;4;2020
IRQ;28,9427409944743;5;2020
IRQ;33,2527365468714;6;2020
IRQ;37,7219927766897;7;2020
IRQ;34,6471963784991;8;2020
IRQ;33,7742308261621;9;2020
IRQ;25,650529396447;10;2020
KWT;20,5738568843004;11;2019
KWT;15,6198669924889;12;2019
KWT;13,8010644290713;1;2020
KWT;15,9429203191876;2;2020
KWT;20,5338752874703;3;2020
KWT;26,3803422866551;4;2020
KWT;32,6817197425652;5;2020
KWT;37,2080277499071;6;2020
KWT;39,7241555191542;7;2020
KWT;37,4214988198768;8;2020
KWT;35,6271256129364;9;2020
KWT;27,681884244402;10;2020
BTN;7,98848378072892;11;2019
BTN;1,79468865426523;12;2019
BTN;0,514130788988301;1;2020
BTN;2,11996138268816;2;2020
BTN;5,43398809911949;3;2020
BTN;7,53076619508543;4;2020
BTN;11,0671978848321;5;2020
BTN;14,8481118785483;6;2020
BTN;15,5820542148181;7;2020
BTN;16,3523057528905;8;2020
BTN;14,9621332670961;9;2020
BTN;12,6337885468134;10;2020
RWA;19,5038908229155;11;2019
RWA;19,6758596195894;12;2019
RWA;20,2113810146556;1;2020
RWA;20,5229352502262;2;2020
RWA;20,3075950846953;3;2020
RWA;19,9853769751156;4;2020
RWA;20,3120140748865;5;2020
RWA;20,2672937056598;6;2020
RWA;20,2194988587323;7;2020
RWA;21,3418820886051;8;2020
RWA;20,5904446209178;9;2020
RWA;19,8541618234971;10;2020
UKR;5,48481758775396;11;2019
UKR;2,57765555725442;12;2019
UKR;0,490525062868228;1;2020
UKR;1,77875095387613;2;2020
UKR;6,11851299564834;3;2020
UKR;8,98591394468852;4;2020
UKR;12,9354218774484;5;2020
UKR;21,1181558646154;6;2020
UKR;21,6640812206026;7;2020
UKR;21,1525495635767;8;2020
UKR;17,8263119254245;9;2020
UKR;12,8916454315186;10;2020
ISL;-1,75388698749629;11;2019
ISL;-2,40681432580026;12;2019
ISL;-2,70409015534146;1;2020
ISL;-3,31203864900683;2;2020
ISL;-3,55735083457793;3;2020
ISL;-0,0519062539789291;4;2020
ISL;2,83500462537882;5;2020
ISL;7,30170524680462;6;2020
ISL;7,51101679148592;7;2020
ISL;8,70302488990108;8;2020
ISL;4,07195788878369;9;2020
ISL;2,19260718744781;10;2020
DZA;17,5440474269777;11;2019
DZA;14,7301305480625;12;2019
DZA;12,216334162835;1;2020
DZA;16,5726936821163;2;2020
DZA;19,6469224464575;3;2020
DZA;25,1002926626765;4;2020
DZA;29,6085079225069;5;2020
DZA;33,0961692636594;6;2020
DZA;34,1391174352925;7;2020
DZA;34,064250774102;8;2020
DZA;30,6790143337486;9;2020
DZA;25,1702062042291;10;2020
ITA;10,1573012082513;11;2019
ITA;7,03817812135006;12;2019
ITA;5,29675361671605;1;2020
ITA;7,6987779726359;2;2020
ITA;8,10332874997491;3;2020
ITA;12,0086640169929;4;2020
ITA;16,5236541746241;5;2020
ITA;19,1005686395096;6;2020
ITA;22,6161569790407;7;2020
ITA;23,2895494573044;8;2020
ITA;19,3542586285056;9;2020
ITA;13,0729322693536;10;2020
ISR;19,4864482283592;11;2019
ISR;13,7304730117321;12;2019
ISR;11,2443622350693;1;2020
ISR;12,7449542731047;2;2020
ISR;15,7699215710163;3;2020
ISR;18,5006093084812;4;2020
ISR;23,5008643865585;5;2020
ISR;25,0836263298988;6;2020
ISR;27,7302557826042;7;2020
ISR;27,888623893261;8;2020
ISR;28,6362274885178;9;2020
ISR;25,0046306848526;10;2020
PRT;11,9410996026466;11;2019
PRT;10,6502883608584;12;2019
PRT;8,92428117246252;1;2020
PRT;12,0744394358888;2;2020
PRT;12,2174232639515;3;2020
PRT;13,7049646803729;4;2020
PRT;18,7931214411438;5;2020
PRT;19,2471060077362;6;2020
PRT;24,9401768778636;7;2020
PRT;22,1611853409289;8;2020
PRT;20,8423738316927;9;2020
PRT;15,0723808530607;10;2020
PRY;28,5384187945073;11;2019
PRY;26,8814946000636;12;2019
PRY;28,5044000352275;1;2020
PRY;27,735906650625;2;2020
PRY;28,4353335741556;3;2020
PRY;23,9520639640818;4;2020
PRY;20,2326857173075;5;2020
PRY;20,7834022980035;6;2020
PRY;19,2718190076485;7;2020
PRY;22,1696922788784;8;2020
PRY;24,3699408309424;9;2020
PRY;27,6106122639686;10;2020
BWA;28,2333581495077;11;2019
BWA;27,0548730406156;12;2019
BWA;26,3347496665848;1;2020
BWA;25,6562856627632;2;2020
BWA;24,129244401885;3;2020
BWA;22,3042915541537;4;2020
BWA;17,9017368122625;5;2020
BWA;14,4373027188357;6;2020
BWA;14,1990634045395;7;2020
BWA;17,7335026229183;8;2020
BWA;23,3215738924908;9;2020
BWA;26,4947593576033;10;2020
LKA;25,8265004268912;11;2019
LKA;25,2432259404382;12;2019
LKA;25,5967103159705;1;2020
LKA;26,2109593901523;2;2020
LKA;27,4343868078187;3;2020
LKA;27,9804217759953;4;2020
LKA;28,127769381501;5;2020
LKA;28,2467831456384;6;2020
LKA;27,3757060960282;7;2020
LKA;27,7390330558599;8;2020
LKA;26,864576494971;9;2020
LKA;27,3862695472185;10;2020
NOR;-4,27953226710573;11;2019
NOR;-2,71587778309962;12;2019
NOR;-1,93189122965899;1;2020
NOR;-3,23736345267389;2;2020
NOR;-2,10127816974612;3;2020
NOR;0,686363427219718;4;2020
NOR;3,94817347537707;5;2020
NOR;12,6627097109954;6;2020
NOR;11,1256176347534;7;2020
NOR;12,098692189157;8;2020
NOR;8,2140954097112;9;2020
NOR;3,84005435355987;10;2020
CHE;1,23779346239872;11;2019
CHE;-0,383137269088855;12;2019
CHE;-2,08693388651889;1;2020
CHE;1,06298012792682;2;2020
CHE;1,66579343837041;3;2020
CHE;7,64277399961765;4;2020
CHE;10,1055143765914;5;2020
CHE;12,4058783176618;6;2020
CHE;15,8457038585956;7;2020
CHE;15,4503470812088;8;2020
CHE;12,0558804915502;9;2020
CHE;5,37123635946176;10;2020
NPL;10,175912095105;11;2019
NPL;3,29545141950524;12;2019
NPL;2,25012135500526;1;2020
NPL;5,13013639900198;2;2020
NPL;8,77631913084314;3;2020
NPL;12,5174373075097;4;2020
NPL;15,5076285088392;5;2020
NPL;18,296870007493;6;2020
NPL;19,1280263448091;7;2020
NPL;19,8343606797232;8;2020
NPL;18,486848336211;9;2020
NPL;15,6449894154882;10;2020
GRC;14,3057940017143;11;2019
GRC;8,75639235810058;12;2019
GRC;5,94941929459027;1;2020
GRC;8,38400054304567;2;2020
GRC;10,3503867654496;3;2020
GRC;12,3094423176491;4;2020
GRC;17,936627030917;5;2020
GRC;21,0716886172012;6;2020
GRC;24,8139971815832;7;2020
GRC;24,8404414381611;8;2020
GRC;22,3841310091759;9;2020
GRC;17,1967553352112;10;2020
CHL;10,7687061438302;11;2019
CHL;12,3369765148668;12;2019
CHL;13,336027455292;1;2020
CHL;13,3028792352925;2;2020
CHL;12,7164399239835;3;2020
CHL;10,2342075150818;4;2020
CHL;8,03845378232543;5;2020
CHL;4,35972913995021;6;2020
CHL;3,31592560491327;7;2020
CHL;4,71573226290574;8;2020
CHL;6,61888541443563;9;2020
CHL;8,65684699166029;10;2020
CHN;0,355852313725326;11;2019
CHN;-6,63651270750989;12;2019
CHN;-7,33630600431538;1;2020
CHN;-3,52771225247116;2;2020
CHN;2,56393408202761;3;2020
CHN;8,17519789101174;4;2020
CHN;14,0611415590174;5;2020
CHN;17,9925422407417;6;2020
CHN;20,0092140819355;7;2020
CHN;19,3906111217637;8;2020
CHN;14,8668593540195;9;2020
CHN;7,53569080648935;10;2020
SLE;26,0517397331915;11;2019
SLE;26,8023344428577;12;2019
SLE;27,3723302264909;1;2020
SLE;28,8755953452298;2;2020
SLE;28,9332119809302;3;2020
SLE;27,9120262580864;4;2020
SLE;26,897584763034;5;2020
SLE;25,6802350352929;6;2020
SLE;24,2946367578352;7;2020
SLE;24,1265044879082;8;2020
SLE;24,7292594593733;9;2020
SLE;25,5659146070511;10;2020
CIV;27,0880075884016;11;2019
CIV;26,7834673016033;12;2019
CIV;26,6694284779033;1;2020
CIV;28,598876694383;2;2020
CIV;29,0180847285778;3;2020
CIV;28,3938952690524;4;2020
CIV;27,7472776791029;5;2020
CIV;26,2693714468776;6;2020
CIV;25,1476243724143;7;2020
CIV;24,9146338373083;8;2020
CIV;25,2398976901602;9;2020
CIV;26,1627355911142;10;2020
GTM;22,5740926587977;11;2019
GTM;21,5855340497286;12;2019
GTM;21,909221417579;1;2020
GTM;23,0647813692445;2;2020
GTM;23,9312095702559;3;2020
GTM;26,9083665852569;4;2020
GTM;26,127489425801;5;2020
GTM;24,5152424096269;6;2020
GTM;24,6872071461432;7;2020
GTM;24,5396027527698;8;2020
GTM;24,1843938664788;9;2020
GTM;23,3873002340841;10;2020
SLV;26,1800956999305;11;2019
SLV;25,964358915574;12;2019
SLV;26,4056276875143;1;2020
SLV;27,2265068118942;2;2020
SLV;27,884562395399;3;2020
SLV;28,119884232033;4;2020
SLV;27,2000869066397;5;2020
SLV;25,9878390875543;6;2020
SLV;26,4946250691081;7;2020
SLV;26,2377368973357;8;2020
SLV;25,6556366542846;9;2020
SLV;25,5348550035244;10;2020
AFG;4,42415082076204;11;2019
AFG;1,87273097441749;12;2019
AFG;-2,70113118509288;1;2020
AFG;2,73030719803479;2;2020
AFG;6,76974434253877;3;2020
AFG;12,5313308843711;4;2020
AFG;18,7193241057352;5;2020
AFG;23,9250519325001;6;2020
AFG;25,7487490495868;7;2020
AFG;24,9125363676848;8;2020
AFG;18,7148548825876;9;2020
AFG;11,4804664834378;10;2020
USA;3,7076423962911;11;2019
USA;0,724414865175883;12;2019
USA;0,515569527943929;1;2020
USA;0,521013538042704;2;2020
USA;1,98815927902857;3;2020
USA;2,54398707548777;4;2020
USA;4,14940937360128;5;2020
USA;6,16639439264933;6;2020
USA;8,04673639933268;7;2020
USA;9,20303217569987;8;2020
USA;8,34313138326009;9;2020
USA;6,70038652420044;10;2020
ZMB;25,5930982811418;11;2019
ZMB;23,6461894354505;12;2019
ZMB;22,8016180065209;1;2020
ZMB;22,6004153196224;2;2020
ZMB;22,4273940910079;3;2020
ZMB;22,3704551398635;4;2020
ZMB;20,5611350168446;5;2020
ZMB;18,4679120843539;6;2020
ZMB;17,5885738026881;7;2020
ZMB;21,0399941289592;8;2020
ZMB;24,1358127307318;9;2020
ZMB;26,3904086879356;10;2020
URY;21,10605412367;11;2019
URY;22,2504416399869;12;2019
URY;23,5384336966789;1;2020
URY;22,9227742165072;2;2020
URY;23,0729453223574;3;2020
URY;17,8067495164184;4;2020
URY;14,5050293929728;5;2020
URY;12,6816595736682;6;2020
URY;10,4215762148122;7;2020
URY;13,505802924926;8;2020
URY;13,5417768988825;9;2020
URY;16,8890762584954;10;2020
GUY;26,1290573857687;11;2019
GUY;25,2771637690854;12;2019
GUY;25,0396533964948;1;2020
GUY;25,053015511009;2;2020
GUY;25,8673469504689;3;2020
GUY;26,0510628924008;4;2020
GUY;25,5131748847741;5;2020
GUY;25,0914429948976;6;2020
GUY;25,3427436439059;7;2020
GUY;25,6971645385489;8;2020
GUY;26,6737283770731;9;2020
GUY;26,8913004431191;10;2020
AGO;24,139790419934;11;2019
AGO;23,2227658466206;12;2019
AGO;23,0381954581947;1;2020
AGO;22,9496379548592;2;2020
AGO;22,9929459609801;3;2020
AGO;22,6994993856359;4;2020
AGO;22,4812040363491;5;2020
AGO;20,1321205327824;6;2020
AGO;19,7031441614913;7;2020
AGO;22,0406751644194;8;2020
AGO;23,9354386427434;9;2020
AGO;24,990485431777;10;2020
CMR;24,8252173913153;11;2019
CMR;24,4911387562752;12;2019
CMR;24,6505687048561;1;2020
CMR;26,3083549267367;2;2020
CMR;27,5859122966465;3;2020
CMR;26,9859365130726;4;2020
CMR;26,2301634989287;5;2020
CMR;24,7494623692412;6;2020
CMR;23,6499358258749;7;2020
CMR;23,9011859517348;8;2020
CMR;23,5154878403011;9;2020
CMR;24,2336125875774;10;2020
MAR;14,4164420178872;11;2019
MAR;12,0944599976336;12;2019
MAR;9,79281810814716;1;2020
MAR;15,0252136014799;2;2020
MAR;14,9884879830524;3;2020
MAR;17,2825845712478;4;2020
MAR;21,9471517717581;5;2020
MAR;24,3437397788467;6;2020
MAR;29,3602527963775;7;2020
MAR;28,4960005312986;8;2020
MAR;25,4207689723209;9;2020
MAR;19,5611225425904;10;2020
VEN;25,7908631860044;11;2019
VEN;25,9179201410332;12;2019
VEN;26,2122796796265;1;2020
VEN;26,9890229987322;2;2020
VEN;27,224881685835;3;2020
VEN;27,2791394678028;4;2020
VEN;26,9681386526667;5;2020
VEN;25,4679680045571;6;2020
VEN;25,0090893102725;7;2020
VEN;25,1890154942394;8;2020
VEN;25,6879661673863;9;2020
VEN;25,666673371046;10;2020
ESP;9,11038971466295;11;2019
ESP;8,48362982607959;12;2019
ESP;6,32807378387183;1;2020
ESP;9,85186606578613;2;2020
ESP;9,94235192256027;3;2020
ESP;12,8133101088277;4;2020
ESP;17,7819951839661;5;2020
ESP;19,0893334056554;6;2020
ESP;23,4856509412273;7;2020
ESP;23,5336923063471;8;2020
ESP;19,0987544541948;9;2020
ESP;13,5780751999844;10;2020
COD;24,3190966037947;11;2019
COD;24,0963327709954;12;2019
COD;25,0735953096258;1;2020
COD;25,6339822014499;2;2020
COD;25,3055877588393;3;2020
COD;25,0861970987361;4;2020
COD;25,1437412867451;5;2020
COD;24,6505656927148;6;2020
COD;24,0828582034705;7;2020
COD;24,7615203995318;8;2020
COD;24,6393287102721;9;2020
COD;24,6053431683608;10;2020
EST;2,96485385852576;11;2019
EST;2,28096376488079;12;2019
EST;2,80616206730175;1;2020
EST;1,35901311293713;2;2020
EST;2,18663031184402;3;2020
EST;4,75359100722027;4;2020
EST;9,19523093842479;5;2020
EST;17,6822006268982;6;2020
EST;16,266242616019;7;2020
EST;16,6914397740803;8;2020
EST;13,808971316395;9;2020
EST;9,18485364815298;10;2020
COG;24,6070020435352;11;2019
COG;24,5652351281745;12;2019
COG;25,3255051673408;1;2020
COG;25,8709302297866;2;2020
COG;25,7114450416965;3;2020
COG;25,4346548675643;4;2020
COG;25,5176471857246;5;2020
COG;24,6830699055856;6;2020
COG;24,0905488043338;7;2020
COG;24,7186246020252;8;2020
COG;24,6208885992942;9;2020
COG;24,7194141590128;10;2020
ETH;22,4784774959608;11;2019
ETH;22,425478876958;12;2019
ETH;23,0637809472888;1;2020
ETH;24,6570699786563;2;2020
ETH;25,5327605951385;3;2020
ETH;25,0683949434013;4;2020
ETH;24,6796548822888;5;2020
ETH;24,3215088648953;6;2020
ETH;22,5658049785186;7;2020
ETH;22,5538648428574;8;2020
ETH;23,6246563102512;9;2020
ETH;23,6140754967428;10;2020
COL;24,2727155205569;11;2019
COL;24,4411276046826;12;2019
COL;25,1296849897969;1;2020
COL;25,7989104457755;2;2020
COL;25,7591606916991;3;2020
COL;24,9453516080961;4;2020
COL;24,4949110159146;5;2020
COL;23,9892118575974;6;2020
COL;23,7366137658159;7;2020
COL;23,9759692290612;8;2020
COL;24,1467653060609;9;2020
COL;24,3726518889233;10;2020
MDA;8,10309663651481;11;2019
MDA;3,043595162649;12;2019
MDA;0,802258585180555;1;2020
MDA;3,94492396475777;2;2020
MDA;7,58011168525332;3;2020
